# Русско-хинди словарь, построенный на основе многоязычной базы данных "Универсальный словарь концептов"
# Слова и глоссы хинди взяты из ворднета хинди http://www.cfilt.iitb.ac.in/wordnet/webhwn/ и словаря CFILT UWD
# Выкладывается под GPL and CC-BY-SA-NC
# Вячеслав Диконов <sdiconov@mail.ru>
#
# This file contains a Russian-Hindi dictionary derived from the "Universal Dictionary of Concepts" database
# Hindi words and glosses come from the Hindi Wordnet http://www.cfilt.iitb.ac.in/wordnet/webhwn/ and CFILT UW dictionary
# It is available under GPL and CC-BY-SA-NC licenses
# Viacheslav Dikonov <sdiconov@mail.ru>
#
медаль	n,женск	चक्र, पदक, पदक्, मेडल	AN AWARD FOR WINNING A CHAMPIONSHIP OR COMMEMORATING SOME OTHER EVENT	
медальон	n,мужск	लकेट, लकेट्	A SMALL ORNAMENTAL CASE	
медведь	n,мужск	भालू, रीछ	MASSIVE PLANTIGRADE CARNIVOROUS OR OMNIVOROUS MAMMALS WITH LONG SHAGGY COATS AND STRONG CLAWS	
медиана	n,женск	अंतःस्थल	THE VALUE BELOW WHICH 50% OF THE CASES FALL	
медиация	n,женск	मध्यस्थता	NEGOTIATION TO RESOLVE DIFFERENCES CONDUCTED BY SOME IMPARTIAL PARTY	
медик	n,мужск	आयुर्विज्ञान का छात्र, डक्टर	A LICENSED MEDICAL PRACTITIONER	
медикамент	n,мужск	औषध, दवा, दवाई	(MEDICINE) SOMETHING THAT TREATS OR PREVENTS OR ALLEVIATES THE SYMPTOMS OF DISEASE	
медитативный	a	विचारमग्न	PERSISTENTLY OR MORBIDLY THOUGHTFUL	
медитация	n,женск	चिंतन, चिंतन्, ध्यान	(RELIGION) CONTEMPLATION OF SPIRITUAL MATTERS (USUALLY ON RELIGIOUS OR PHILOSOPHICAL SUBJECTS)	
медитировать	v	ध्यान करना	THINK INTENTLY AND AT LENGTH, AS FOR SPIRITUAL PURPOSES	
медицина	n,женск	चिकित्सा	THE LEARNED PROFESSION THAT IS MASTERED BY GRADUATE TRAINING IN A MEDICAL SCHOOL AND THAT IS DEVOTED TO PREVENTING OR ALLEVIATING OR CURING DISEASES AND INJURIES	
медицинский	a	चिकित्सीय	RELATING TO THE STUDY OR PRACTICE OF MEDICINE	
медленно	adv	आहिस्ता, धीरे-धीरे, शनैः शनैः	WITHOUT SPEED (`SLOW' IS SOMETIMES USED INFORMALLY FOR `SLOWLY')	
медленный	a	मन्द	AT A SLOW TEMPO	
медленный галоп	n	पोइया	A SMOOTH THREE-BEAT GAIT	
медлительный	a	सुस्त	WASTING TIME	
медлить	v	झिझकना	PAUSE OR HOLD BACK IN UNCERTAINTY OR UNWILLINGNESS	
медлить	v	संकोच करना, हिचकिचाना	INTERRUPT TEMPORARILY AN ACTIVITY BEFORE CONTINUING	
медный	a	तँबिया	OF OR CONTAINING DIVALENT COPPER	
медоточивый	a	मधुर	PLEASING TO THE EAR	
медресе	n,средн	मकतब	MUSLIM SCHOOLS IN BANGLADESH AND PAKISTAN	
медуза	n,женск	जेलीफिश	ANY OF NUMEROUS USUALLY MARINE AND FREE-SWIMMING COELENTERATES THAT CONSTITUTE THE SEXUALLY REPRODUCTIVE FORMS OF HYDROZOANS AND SCYPHOZOANS	
медь	n,женск	तांबा, ताम्र	A DUCTILE MALLEABLE REDDISH-BROWN CORROSION-RESISTANT DIAMAGNETIC METALLIC ELEMENT	
медяк	n,мужск	पण	A COPPER PENNY	
межведомственный	a	अम्तर्विभागीय	BETWEEN OR AMONG DEPARTMENTS	
междисциплинарный	a	अंतर्विषयक, अन्तर्विषयक, बहुविषयक	DRAWING FROM OR CHARACTERIZED BY PARTICIPATION OF TWO OR MORE FIELDS OF STUDY	
междоусобный	a	आपसी	CHARACTERIZED BY BLOODSHED AND CARNAGE FOR BOTH SIDES	
между	adv	के बीच	IN THE SPACE BETWEEN;in between	
международно	adv	विश्व भर में	THROUGHOUT THE WORLD	
международный	a	अंतर्राष्ट्रीय	CONCERNING OR BELONGING TO ALL OR AT LEAST TWO OR MORE NATIONS;FROM OR BETWEEN OTHER COUNTRIES	
междурасовый	a	अंतर्जातीय	INVOLVING OR COMPOSED OF DIFFERENT RACES	
междуштатный	a	अंतर्राज्यीय	INVOLVING AND RELATING TO THE MUTUAL RELATIONS OF STATES ESPECIALLY OF THE UNITED STATES	
межзвездный	a	अंतर्तारकीय	BETWEEN OR AMONG STARS	
межконтинентальный	a	अंतर्महाद्वीपीय	EXTENDING OR TAKING PLACE BETWEEN OR AMONG CONTINENTS	
межкультурный	a	बहुसांस्कृतिक	OF OR RELATING TO OR INCLUDING SEVERAL CULTURES	
межличностный	a	अंतर्संबंध-विषयक्	OCCURRING AMONG OR INVOLVING SEVERAL PEOPLE	
межпланетный	a	अंतर्ग्राहिक	BETWEEN OR AMONG PLANETS	
межрасовый	a	अंतर्जातीय	INVOLVING OR COMPOSED OF DIFFERENT RACES	
межуниверситетский	a	अम्तर्विद्यालयीय	USED OF COMPETITION BETWEEN COLLEGES OR UNIVERSITIES	
Мейджор	n	मेजर	British statesman who was prime minister from 1990 until 1997 (born in 1943)	
мейнфрейм	n	प्रोसेसर	(COMPUTER SCIENCE) THE PART OF A COMPUTER (A MICROPROCESSOR CHIP) THAT DOES MOST OF THE DATA PROCESSING	
Мекка	n,женск	किबला	JOINT CAPITAL (WITH RIYADH) OF SAUDI ARABIA	
Мекка	n,женск	मक्का	A PLACE THAT ATTRACTS MANY VISITORS	
Меконг	n,мужск	मेकांग नदी	AN ASIAN RIVER	
Мексика	n,женск	मैक्सिको	A COUNTRY TO THE SOUTH OF THE US AND TO THE NORTH OF GUATEMALA	
мексиканец	n,мужск	मेक्सिकन	A NATIVE OR INHABITANT OF MEXICO	
мексиканский	a	मेक्सिकन	OF OR RELATING TO MEXICO OR ITS INHABITANTS	
Мексиканский залив	n	मेक्सिको की खाड़ी	an arm of the Atlantic south of the United States and east of Mexico	
мел	n,мужск	खड़िया, चाक	A SOFT WHITISH CALCITE	
меласса	n,женск	शीरा, शीर्	THICK DARK SYRUP PRODUCED BY BOILING DOWN JUICE FROM SUGAR CANE	
мелеть	v	उथला करना, उथला हो जाना	BECOME SHALLOW	
мелкий	a	छोटा	HAVE FINE OR VERY SMALL CONSTITUENT PARTICLES	
мелкий	a	छोटा छोटा, छोटा-छोटा	LIMITED IN SIZE OR SCOPE	
мелкий	a	छोटा मोटा, छोटा-मोटा, छोटामोटा	OF MINOR IMPORTANCE	
мелкомасштабный	a	लघुमान	CREATED OR DRAWN ON A SMALL SCALE	
мелкость	n,женск	उथलापन, छिछलापन, सतहीपन	THE QUALITY OF LACKING PHYSICAL DEPTH	
мелодично	adv	सुरीले ढंग से	IN A MELODIOUS MANNER	
мелодичность	n,женск	लय	THE PERCEPTION OF PLEASANT ARRANGEMENTS OF MUSICAL NOTES	
мелодичность	n,женск	सुरीलापन	THE PROPERTY OF HAVING A MELODY	
мелодичный	a	मधुर, मुख्य गीत से संबद्ध, सुरीला	CONTAINING OR CONSTITUTING OR CHARACTERIZED BY PLEASING MELODY	
мелодия	n,женск	धुन, धुन्, लय, सुर, हवा	A SUCCESSION OF NOTES FORMING A DISTINCTIVE SEQUENCE	
мелодрама	n,женск	नाटक, नाटक्, सनसनीखेज नाटक, सनसनीखेज नाटक्	AN EXTRAVAGANT COMEDY IN WHICH ACTION IS MORE SALIENT THAN CHARACTERIZATION	
мелодраматический	a	अतिनाटकीय	HAVING THE EXCITEMENT AND EMOTIONAL APPEAL OF MELODRAMA	
мелочно	adv	क्षुद्र ढंग से, फटीचर ढंग से	IN A MEAN AND UNGENEROUS MANNER	
мелочный	a	महत्वहीन, रह-रह कर उठने वाला, रह-रह कर उठने वाल्	(INFORMAL) SMALL AND OF LITTLE IMPORTANCE	
мелочь	n,женск	ओछापन, क्षुद्रता, तुच्छता, नगण्यता	SOMETHING OF SMALL IMPORTANCE	
мелочь	n,женск	खुदरा	a trifling sum of money	
Мельбурн	n,мужск	मेलबर्न	THE CAPITAL OF VICTORIA STATE AND 2ND LARGEST AUSTRALIAN CITY	
мельница	n,женск	चक्की	MACHINERY THAT PROCESSES MATERIALS BY GRINDING OR CRUSHING	
мембрана	n,женск	झिल्ली	A PLIABLE SHEET OF TISSUE THAT COVERS OR LINES OR CONNECTS ORGANS OR CELLS OF ANIMALS	
меморандум	n,мужск	ज्ञापन, ज्ञापन्, मेमो	A WRITTEN PROPOSAL OR REMINDER	
меморандум	n,мужск	संस्मरण	A WRITTEN STATEMENT OF FACTS SUBMITTED IN CONJUNCTION WITH A PETITION TO AN AUTHORITY	
мемориал	n,мужск	स्मारक	A STRUCTURE ERECTED TO COMMEMORATE PERSONS OR EVENTS	
менеджер	n,мужск	मैनेजर	(SPORTS) SOMEONE IN CHARGE OF TRAINING AN ATHLETE OR A TEAM	
менестрель	n,мужск	लोक गायक	A SINGER OF FOLK SONGS;A PERFORMER IN A MINSTREL SHOW	
менестрель	n,мужск	लोक-गायक, लोकगायक	A SINGER OF FOLK SONGS	
менингит	n,мужск	तानिका शोथ	INFECTIOUS DISEASE CHARACTERIZED BY INFLAMMATION OF THE MENINGES (THE TISSUES THAT SURROUND THE BRAIN OR SPINAL CORD) USUALLY CAUSED BY A BACTERIAL INFECTION	
менопауза	n,женск	रजोनिवृत्ति	THE TIME IN A WOMAN'S LIFE IN WHICH THE MENSTRUAL CYCLE ENDS	
менструальный	a	मासिक-	OF OR RELATING TO MENSTRUATION OR THE MENSES	
менструация	n,женск	ऋतुस्राव, महीना, मासिक धर्म, रज, रजोधर्म	THE MONTHLY DISCHARGE OF BLOOD FROM THE UTERUS OF NONPREGNANT WOMEN FROM PUBERTY TO MENOPAUSE	
менструировать	v	मासिक धर्म होना	UNDERGO MENSTRUATION	
мент	n,мужск	पुलिस अधिकारी	UNCOMPLIMENTARY TERMS FOR A POLICEMAN	
ментол	n,мужск	पुदीना सत्त	A LOTION CONTAINING MENTHOL WHICH GIVES IT THE SMELL OF MINT	
ментор	n,мужск	अनुभवी परामर्शदाता	A WISE AND TRUSTED GUIDE AND ADVISOR	
меньший	a	लघु	OF THE YOUNGER OF TWO BOYS WITH THE SAME FAMILY NAME	
меньшинство	n,средн	अल्पमत	BEING OR RELATING TO THE SMALLER IN NUMBER OF TWO PARTS	
меньшинство	n,средн	अल्पसंख्यक	A GROUP OF PEOPLE WHO DIFFER RACIALLY OR POLITICALLY FROM A LARGER GROUP OF WHICH IT IS A PART	
меню	n,средн	इश्तिहार, भोजन-सूची, मीनू, मेन्य्, विज्ञापन-पट्रक, व्यंजन-सूच्	A LIST OF DISHES AVAILABLE AT A RESTAURANT	
меняла	n,мужск	सराफ	ONE WHOSE BUSINESS IS TO EXCHANGE THE MONEY OF ONE COUNTRY FOR THAT OF ANOTHER COUNTRY	
менять	v	 करना, करना	TO CAUSE TO CHANGE IN SOME WAY	
менять	v	डगमगाना, स्थानान्तरित करना	Move from one setting or context to another	
менять	v	बदलना	Move from one setting or context to another;REPLACE WITH ANOTHER, USUALLY OF THE SAME KIND	
менять местами	v	आना-जाना करना, कम कर देना, बदल देना	MOVE FROM ONE SIDE OF AN EQUATION TO THE OTHER SIDE WITHOUT A CHANGE IN VALUE	
меняться	v	परिवर्तित करना	CHANGE STATE	
меняться	v	बदलना	CHANGE STATE;BE SUBJECT TO CHANGE	
мера	n,женск	उपाय, उपाय्	ANY MANEUVER MADE AS PART OF PROGRESS TOWARD A GOAL	
мера	n,женск	कार्रवाई	ANY MANEUVER MADE AS PART OF PROGRESS TOWARD A GOAL;AN ACT BY A GOVERNMENT BODY OR SUPRANATIONAL ORGANIZATION	
мера	n,женск	तौल, नाप, परिमाण, मात्रा, मान	HOW MUCH THERE IS OF SOMETHING THAT YOU CAN QUANTIFY	
мера	n,женск	भिड़ंत, भिड़ंत्, मुठभेड़, मुठभेड़्, सैनिक कार्रवाई	AN ACT BY A GOVERNMENT BODY OR SUPRANATIONAL ORGANIZATION	
мера веса	n	प्रतिमान	A UNIT USED TO MEASURE WEIGHT	
меренга	n,женск	मेरैंग, मेरैंग केक, मेरैंग केक्, मेरैंग्	SWEET TOPPING ESPECIALLY FOR PIES MADE OF BEATEN EGG WHITES AND SUGAR	
мерзкий	a	धूर्त	LACKING PRINCIPLES OR SCRUPLES	
мерзнуть	v	ठंढा लगना	BE COLD	
мерило	n,средн	मापडण्ड, मापदण्ड	A BASIS FOR COMPARISON	
мерить	v	मीटर से नापना	MEASURE WITH A METER	
Меркурий	n,мужск	बुध ग्रह	THE SMALLEST PLANET AND THE NEAREST TO THE SUN	
мертвый	a	मरा हुआ, मृत	NO LONGER HAVING OR SEEMING TO HAVE OR EXPECTING TO HAVE LIFE	
мерцать	v	चमकना	EMIT OR REFLECT LIGHT IN A FLICKERING MANNER;GLEAM OR GLOW INTERMITTENTLY	
мерцать	v	चमक्, झिलमिला	SHINE WITH A WEAK OR FITFUL LIGHT	
мерцать	v	झिलमिलाना	GLEAM OR GLOW INTERMITTENTLY;EMIT OR REFLECT LIGHT IN A FLICKERING MANNER	
месить	v	सानना	MAKE UNIFORM	
Месопотамия	n,женск	मेसोपोटामिया	THE LAND BETWEEN THE TIGRIS AND EUPHRATES	
мессия	n,мужск	मसीह	ANY EXPECTED DELIVERER	
места для сидения	n	बिठाने का काम, बैठने की जगह	AN AREA THAT INCLUDES PLACES WHERE SEVERAL PEOPLE CAN SIT	
мести	v	घुमना, बुहारना	SWEEP WITH A BROOM OR AS IF WITH A BROOM	
местничество	n,средн	प्रदेशवाद	LOYALTY TO THE INTERESTS OF A PARTICULAR REGION	
местно	adv	स्थानिक तौर पर	TO A RESTRICTED AREA OF THE BODY	
местность	n	भूभाग	A PIECE OF GROUND HAVING SPECIFIC CHARACTERISTICS OR MILITARY POTENTIAL	
местный	a	लोकल, स्थानीय	OF OR BELONGING TO OR CHARACTERISTIC OF A PARTICULAR LOCALITY OR NEIGHBORHOOD	
местный	a	समीपस्थ	BELONGING TO OR LIMITED TO A VICINITY	
место	n,средн	अड्डा	PROPER OR DESIGNATED SOCIAL SITUATION	
место	n,средн	आसन, गढ़, सीट	A SPACE RESERVED FOR SITTING (AS IN A THEATER OR ON A TRAIN OR AIRPLANE)	
место	n,средн	ओहदा, दर्ज्	A JOB IN AN ORGANIZATION	
место	n,средн	केन्द्र	A SPACE RESERVED FOR SITTING (AS IN A THEATER OR ON A TRAIN OR AIRPLANE);PROPER OR DESIGNATED SOCIAL SITUATION	
место	n,средн	क्रम-सूच्	POSITION ON A SCALE IN RELATION TO OTHERS IN A SPORT	
место	n,средн	घटना-स्थाल्	THE PLACE WHERE SOME ACTION OCCURS	
место	n,средн	जगह	A POINT LOCATED WITH RESPECT TO SURFACE FEATURES OF SOME REGION;AN ITEM ON A LIST OR IN A SEQUENCE;A PARTICULAR SITUATION;THE PIECE OF LAND ON WHICH SOMETHING IS LOCATED (OR IS TO BE LOCATED);A RESERVED SEAT;A JOB IN AN ORGANIZATION;A SPACE RESERVED FOR SITTING (AS IN A THEATER OR ON A TRAIN OR AIRPLANE)	
место	n,средн	जगाह, जगाह्, नंबर	A PARTICULAR SITUATION	
место	n,средн	दर्जा	A JOB IN AN ORGANIZATION;A PARTICULAR SITUATION;AN ITEM ON A LIST OR IN A SEQUENCE	
место	n,средн	दशा, श्रेणी	AN ITEM ON A LIST OR IN A SEQUENCE	
место	n,средн	नगर	A SPACE RESERVED FOR SITTING (AS IN A THEATER OR ON A TRAIN OR AIRPLANE);A PARTICULAR SITUATION	
место	n,средн	पद	A PARTICULAR SITUATION;A JOB IN AN ORGANIZATION	
место	n,средн	भूमिका	NORMAL OR CUSTOMARY ACTIVITY OF A PERSON IN A PARTICULAR SOCIAL SETTING	
место	n,средн	मौका	OPPORTUNITY FOR	
место	n,средн	वास्तु	THE PIECE OF LAND ON WHICH SOMETHING IS LOCATED (OR IS TO BE LOCATED)	
место	n,средн	स्थान	THE SCENE OF ANY EVENT OR ACTION (ESPECIALLY THE PLACE OF A MEETING);A SPACE RESERVED FOR SITTING (AS IN A THEATER OR ON A TRAIN OR AIRPLANE);A PARTICULAR SITUATION;A RESERVED SEAT;AN ITEM ON A LIST OR IN A SEQUENCE;THE PLACE WHERE SOME ACTION OCCURS;POSITION ON A SCALE IN RELATION TO OTHERS IN A SPORT;THE PIECE OF LAND ON WHICH SOMETHING IS LOCATED (OR IS TO BE LOCATED)	
место	n,средн	स्थान्	POSITION ON A SCALE IN RELATION TO OTHERS IN A SPORT;THE SCENE OF ANY EVENT OR ACTION (ESPECIALLY THE PLACE OF A MEETING)	
место	n,средн	स्थापन	A POINT OR EXTENT IN SPACE	
место	n,средн	स्थिति	A PARTICULAR SITUATION;AN ITEM ON A LIST OR IN A SEQUENCE	
место для свидетелей	n	कटघरा	a box enclosure for a witness when testifying	
место жительства	n	निवास, निवास की अनुमति, निवास-स्थान, निवास-स्थान्	ANY ADDRESS AT WHICH YOU DWELL MORE THAN TEMPORARILY	
местоимение	n,средн	सर्वनाम, सर्वनाम्	A FUNCTION WORD THAT IS USED IN PLACE OF A NOUN OR NOUN PHRASE	
местоименный	a	सर्वनामजात, सार्वनामिक	RELATING TO PRONOUNS	
место назначения	n	गंतव्य स्थल, लक्ष्य	THE PLACE DESIGNATED AS THE END (AS OF A RACE OR JOURNEY)	
местонахождение	n	अता-पता, ठौर-ठिकाना	THE GENERAL LOCATION WHERE SOMETHING IS	
местонахождение	n	स्थान	PHYSICAL POSITION IN RELATION TO THE SURROUNDINGS	
местоположение	n,средн	स्थान	PHYSICAL POSITION IN RELATION TO THE SURROUNDINGS	
местопребывание	n,средн	निवास, वास	THE ACT OF DWELLING IN A PLACE	
месть	n	प्रतिशोध, बदला	ACTION TAKEN IN RETURN FOR AN INJURY OR OFFENSE;THE ACT OF TAKING REVENGE (HARMING SOMEONE IN RETALIATION FOR SOMETHING HARMFUL THAT THEY HAVE DONE) ESPECIALLY IN THE NEXT LIFE	
месть	n	प्रतिशोध्	ACTION TAKEN IN RETURN FOR AN INJURY OR OFFENSE	
месть	n	प्रतिहिंसा, बदल्	THE ACT OF TAKING REVENGE (HARMING SOMEONE IN RETALIATION FOR SOMETHING HARMFUL THAT THEY HAVE DONE) ESPECIALLY IN THE NEXT LIFE	
месье	n	श्रीमान, श्रीमान्	USED AS A FRENCH COURTESY TITLE	
месяц	n,мужск	पंचांग मास, महिन्, महीन्, मास्	MEASURE OF TIME	
месяц	n,мужск	महीना, माह	MEASURE OF TIME;one of the twelve divisions of the calendar year	
месяц	n,мужск	मास	one of the twelve divisions of the calendar year;MEASURE OF TIME	
месячные	n	महीना, मासिक धर्म, रज, रजोधर्म, समय	THE MONTHLY DISCHARGE OF BLOOD FROM THE UTERUS OF NONPREGNANT WOMEN FROM PUBERTY TO MENOPAUSE	
метаболизм	n,мужск	चयापचय	THE ORGANIC PROCESSES (IN A CELL OR ORGANISM) THAT ARE NECESSARY FOR LIFE	
металл	n,мужск	धातु	ANY OF SEVERAL CHEMICAL ELEMENTS THAT ARE USUALLY SHINY SOLIDS THAT CONDUCT HEAT OR ELECTRICITY AND CAN BE FORMED INTO SHEETS ETC.;A MIXTURE CONTAINING TWO OR MORE METALLIC ELEMENTS OR METALLIC AND NONMETALLIC ELEMENTS USUALLY FUSED TOGETHER OR DISSOLVING INTO EACH OTHER WHEN MOLTEN	
металлический	a	धातु क्	CONTAINING OR MADE OF OR RESEMBLING OR CHARACTERISTIC OF A METAL	
металлический наконечник	n	जोड़चूड़ी, जोड़चूड़्	A METAL CAP OR BAND PLACED ON A WOODEN POLE TO PREVENT SPLITTING	
металлообработка	n,женск	धातु का काम	THE ACTIVITY OF MAKING THINGS OUT OF METAL IN A SKILLFUL MANNER	
металлург	n,мужск	धातु विज्ञानी, धातु विज्ञान्, धातुविज्ञानी	AN ENGINEER TRAINED IN THE EXTRACTION AND REFINING AND ALLOYING AND FABRICATION OF METALS	
металлургический	a	धातु विज्ञान क्	OF OR RELATING TO METALLURGY	
металлургия	n,женск	धातु विज्ञान	THE SCIENCE AND TECHNOLOGY OF METALS	
метаморфоза	n,женск	चयापचय, बदलाव	THE MARKED AND RAPID TRANSFORMATION OF A LARVA INTO AN ADULT THAT OCCURS IN SOME ANIMALS	
метан	n,мужск	मीतेन, मीथेन	A COLORLESS ODORLESS GAS USED AS A FUEL	
метанол	n,мужск	मेथनौल	A LIGHT VOLATILE FLAMMABLE POISONOUS LIQUID ALCOHOL	
метать	v	प्रक्षेपण करना	PROPEL WITH FORCE	
метафизика	n,женск	तत्वमीमांसा	THE PHILOSOPHICAL STUDY OF BEING AND KNOWING	
метафизический	a	अभौतिक, तत्वमीमांसा-संबंधी, सैद्धांतिक	PERTAINING TO OR OF THE NATURE OF METAPHYSICS	
метафора	n,женск	चित्र, मूर्ति	LANGUAGE USED IN A FIGURATIVE OR NONLITERAL SENSE	
метафора	n,женск	रूपकालंकार, रूपकालंकार्	A FIGURE OF SPEECH IN WHICH AN EXPRESSION IS USED TO REFER TO SOMETHING THAT IT DOES NOT LITERALLY DENOTE IN ORDER TO SUGGEST A SIMILARITY	
метафорический	a	लाक्षणिक	EXPRESSING ONE THING IN TERMS NORMALLY DENOTING ANOTHER	
метаязык	n,мужск	निरूपक भाषा	A LANGUAGE THAT CAN BE USED TO DESCRIBE LANGUAGES	
метедрин	n	ग्लास	AN AMPHETAMINE DERIVATIVE (TRADE NAME METHEDRINE)	
метедрин	n	चौक	AN AMPHETAMINE DERIVATIVE (TRADE NAME METHEDRINE) USED IN THE FORM OF A CRYSTALLINE HYDROCHLORIDE	
метель	n,женск	बर्फानी तूफान, बर्फानी तूफान्	A STORM WITH WIDESPREAD SNOWFALL ACCOMPANIED BY STRONG WINDS	
метельщик	n	जमादार, भंगी	AN EMPLOYEE WHO SWEEPS (FLOORS OR STREETS ETC.)	
метеор	n,мужск	उल्का	(ASTRONOMY) ANY OF THE SMALL SOLID EXTRATERRESTRIAL BODIES THAT HITS THE EARTH'S ATMOSPHERE	
метеорит	n,мужск	उल्कापिंड, उल्कापिंड्	STONY OR METALLIC OBJECT THAT IS THE REMAINS OF A METEOROID THAT HAS REACHED THE EARTH'S SURFACE	
метеоритный дождь	n	उल्कापात	a transient shower of meteors when a meteor swarm enters the earth's atmosphere	
метеоролог	n,мужск	मौसम पूर्वानुमान कर्ता, मौसम पूर्वानुमानकर्ता	PREDICTS THE WEATHER	
метеоролог	n,мужск	मौसम वैज्ञानिक, मौसम वैज्ञानिक्	A SPECIALIST WHO STUDIES PROCESSES IN THE EARTH'S ATMOSPHERE THAT CAUSE WEATHER CONDITIONS	
метеорологический	a	मौसम-संबंधी	OF OR PERTAINING TO ATMOSPHERIC PHENOMENA, ESPECIALLY WEATHER AND WEATHER CONDITIONS	
метеорология	n,женск	मौसम विज्ञान	PREDICTING WHAT THE WEATHER WILL BE	
метка	n,женск	चिन्ह, संकेत	A DISTINGUISHING SYMBOL	
меткий	a	उपयुक्त	BEING OF STRIKING APPROPRIATENESS AND PERTINENCE	
меткость	n,женск	निशानेबाजी	SKILL IN SHOOTING	
метла	n,женск	बुहारी	A CLEANING IMPLEMENT FOR SWEEPING	
метловище	n,средн	डंडे वाली झाडू	THE HANDLE OF A BROOM	
метод	n,мужск	ढंग, पद्धति, रीति, विधान, विधि	A WAY OF DOING SOMETHING, ESPECIALLY A SYSTEMATIC WAY	
методика	n,женск	प्रणाली विज्ञान	THE SYSTEM OF METHODS FOLLOWED IN A PARTICULAR DISCIPLINE	
методист	n,мужск	नियमवादी	A FOLLOWER OF WESLEYANISM AS PRACTICED BY THE METHODIST CHURCH	
методический	a	विधिवत्, सुव्यवस्थित	CHARACTERIZED BY METHOD AND ORDERLINESS	
методично	adv	क्रमबद्ध ढंग से	IN A METHODICAL MANNER	
методичность	n,женск	नियमितता, सुव्यवस्था	THE QUALITY OF APPRECIATING METHOD AND SYSTEM	
методологический	a	प्रणाली संबंधी	RELATING TO THE METHODOLOGY OF SOME DISCIPLINE	
методология	n,женск	प्रणाली विज्ञान	THE SYSTEM OF METHODS FOLLOWED IN A PARTICULAR DISCIPLINE	
метр	n,мужск	माप	RHYTHM AS GIVEN BY DIVISION INTO PARTS OF EQUAL DURATION	
метр	n,мужск	मीटर	RHYTHM AS GIVEN BY DIVISION INTO PARTS OF EQUAL DURATION;THE BASIC UNIT OF LENGTH ADOPTED UNDER THE SYSTEME INTERNATIONAL D'UNITES (APPROXIMATELY 1.094 YARDS)	
метро	n,средн	ट्यूब्, तलमार्ग, नल, नाल्, भूमि-गत मार्ग, भूमिगत मार्ग, भूमिगत रेल, भूमिगत रेल्, सुर्ंग रेल	AN ELECTRIC RAILWAY OPERATING BELOW THE SURFACE OF THE GROUND (USUALLY IN A CITY)	
метроном	n,мужск	तालमापी, तालमाप्	CLICKING PENDULUM INDICATES THE EXACT TEMPO OF A PIECE OF MUSIC	
метрополиc	n	महनगरि, महानगर, महानगर्	PEOPLE LIVING IN A LARGE DENSELY POPULATED MUNICIPALITY	
мефистофельский	a	पैशाचिक, राक्षसी	SHOWING THE CUNNING OR INGENUITY OR WICKEDNESS TYPICAL OF A DEVIL	
мех	n,мужск	फर	DENSE COAT OF FINE SILKY HAIRS ON MAMMALS (E.G., CAT OR SEAL OR WEASEL)	
мех	n,мужск	बाल, रोम	GROWTH OF HAIR OR WOOL OR FUR COVERING THE BODY OF AN ANIMAL	
механизация	n,женск	यंत्रीकरण	THE ACT OF IMPLEMENTING THE CONTROL OF EQUIPMENT WITH ADVANCED TECHNOLOGY	
механизм	n,мужск	प्रक्रिया	THE TECHNICAL ASPECTS OF DOING SOMETHING	
механизм	n,мужск	यंत्र-विन्यास, यंत्रविन्यास	DEVICE CONSISTING OF A PIECE OF MACHINERY	
механика	n,женск	पुर्जाबन्दी, पुर्जाबन्द्, रचना	THE OPERATING PART THAT TRANSMITS POWER TO A MECHANISM	
механика	n,женск	प्रशासन	A SYSTEM OF MEANS AND ACTIVITIES WHEREBY A SOCIAL INSTITUTION FUNCTIONS	
механика	n,женск	यांत्रिकी	THE BRANCH OF PHYSICS CONCERNED WITH THE MOTION OF BODIES IN A FRAME OF REFERENCE	
механический	a	यंत्रवत्, यांत्रिक	USING (OR AS IF USING) MECHANISMS OR TOOLS OR DEVICES	
мех выдры	n	ऊदबिलाव	THE FUR OF AN OTTER	
мехи	n,мужск	बेलोज	A MECHANICAL DEVICE THAT BLOWS A STRONG CURRENT OF AIR	
Мехико	n,мужск	मेक्सिको सिटि	the capital and largest city of Mexico is a political and cultural and commercial and industrial center;THE CAPITAL CITY OF THE COUNTRY MEXICO	
меховой	a	रोम जैसा, रोम जैस्, रोमदार	COVERED WITH A DENSE COAT OF FINE SILKY HAIRS	
меч	n,мужск	तलवार, तलवार्	A CUTTING OR THRUSTING WEAPON THAT HAS A LONG METAL BLADE AND A HILT WITH A HAND GUARD	
мечеть	n,женск	मसजिद, मस्जिद, मस्जिद्	(ISLAM) A MUSLIM PLACE OF WORSHIP THAT USUALLY HAS A MINARET	
мечта	n,женск	महत्वाकांक्षा	A CHERISHED DESIRE	
мечта	n,женск	सपना	A CHERISHED DESIRE;IMAGINATIVE THOUGHTS INDULGED IN WHILE AWAKE	
мечтание	n,средн	दिवा स्वप्न, दिवास्वप्न	ABSENTMINDED DREAMING WHILE AWAKE	
мечтатель	n,мужск	आदर्शवादी	SOMEONE GUIDED MORE BY IDEALS THAN BY PRACTICAL CONSIDERATIONS	
мечтатель	n,мужск	पलायनवादी, स्वप्नद्रष्टा	A PERSON WHO ESCAPES INTO A WORLD OF FANTASY	
мечтательно	adv	स्वप्निल ढंग से	IN A DREAMY MANNER	
мечтательный	a	अवसादमय, आतुर, उत्कंठित, विषादग्रस्त	SHOWING PENSIVE SADNESS	
